                               Labor Force Data by County, 2020 Annual Averages

                 State  County                                                                                              
                 FIPS   FIPS                                                                  Labor                     Unemployed    
   LAUS Code     Code   Code   County Name/State Abbreviation                    Year         Force     Employed      Level     Rate

CN0100100000000   01     001   Autauga County, AL                                2020        25,838       24,576      1,262      4.9
CN0100300000000   01     003   Baldwin County, AL                                2020        96,763       91,338      5,425      5.6
CN0100500000000   01     005   Barbour County, AL                                2020         8,587        7,982        605      7.0
CN0100700000000   01     007   Bibb County, AL                                   2020         8,640        8,067        573      6.6
CN0100900000000   01     009   Blount County, AL                                 2020        24,661       23,653      1,008      4.1
CN0101100000000   01     011   Bullock County, AL                                2020         4,818        4,553        265      5.5
CN0101300000000   01     013   Butler County, AL                                 2020         9,056        8,255        801      8.8
CN0101500000000   01     015   Calhoun County, AL                                2020        46,240       42,980      3,260      7.1
CN0101700000000   01     017   Chambers County, AL                               2020        15,865       14,787      1,078      6.8
CN0101900000000   01     019   Cherokee County, AL                               2020        11,513       10,983        530      4.6
CN0102100000000   01     021   Chilton County, AL                                2020        19,592       18,618        974      5.0
CN0102300000000   01     023   Choctaw County, AL                                2020         4,621        4,313        308      6.7
CN0102500000000   01     025   Clarke County, AL                                 2020         7,769        7,069        700      9.0
CN0102700000000   01     027   Clay County, AL                                   2020         6,083        5,838        245      4.0
CN0102900000000   01     029   Cleburne County, AL                               2020         5,737        5,475        262      4.6
CN0103100000000   01     031   Coffee County, AL                                 2020        21,502       20,558        944      4.4
CN0103300000000   01     033   Colbert County, AL                                2020        23,558       22,008      1,550      6.6
CN0103500000000   01     035   Conecuh County, AL                                2020         4,529        4,198        331      7.3
CN0103700000000   01     037   Coosa County, AL                                  2020         4,392        4,150        242      5.5
CN0103900000000   01     039   Covington County, AL                              2020        15,172       14,434        738      4.9
CN0104100000000   01     041   Crenshaw County, AL                               2020         6,253        5,896        357      5.7
CN0104300000000   01     043   Cullman County, AL                                2020        38,310       36,660      1,650      4.3
CN0104500000000   01     045   Dale County, AL                                   2020        20,710       19,701      1,009      4.9
CN0104700000000   01     047   Dallas County, AL                                 2020        14,619       13,049      1,570     10.7
CN0104900000000   01     049   DeKalb County, AL                                 2020        30,736       29,348      1,388      4.5
CN0105100000000   01     051   Elmore County, AL                                 2020        36,620       34,843      1,777      4.9
CN0105300000000   01     053   Escambia County, AL                               2020        14,453       13,589        864      6.0
CN0105500000000   01     055   Etowah County, AL                                 2020        40,724       37,598      3,126      7.7
CN0105700000000   01     057   Fayette County, AL                                2020         6,562        6,236        326      5.0
CN0105900000000   01     059   Franklin County, AL                               2020        14,424       13,786        638      4.4
CN0106100000000   01     061   Geneva County, AL                                 2020        10,835       10,391        444      4.1
CN0106300000000   01     063   Greene County, AL                                 2020         3,015        2,687        328     10.9
CN0106500000000   01     065   Hale County, AL                                   2020         6,075        5,503        572      9.4
CN0106700000000   01     067   Henry County, AL                                  2020         6,814        6,487        327      4.8
CN0106900000000   01     069   Houston County, AL                                2020        46,358       43,861      2,497      5.4
CN0107100000000   01     071   Jackson County, AL                                2020        22,840       21,637      1,203      5.3
CN0107300000000   01     073   Jefferson County, AL                              2020       315,957      296,282     19,675      6.2
CN0107500000000   01     075   Lamar County, AL                                  2020         5,730        5,452        278      4.9
CN0107700000000   01     077   Lauderdale County, AL                             2020        41,931       39,610      2,321      5.5
CN0107900000000   01     079   Lawrence County, AL                               2020        14,363       13,660        703      4.9
CN0108100000000   01     081   Lee County, AL                                    2020        75,564       71,629      3,935      5.2
CN0108300000000   01     083   Limestone County, AL                              2020        44,624       42,724      1,900      4.3
CN0108500000000   01     085   Lowndes County, AL                                2020         3,661        3,173        488     13.3
CN0108700000000   01     087   Macon County, AL                                  2020         8,063        7,290        773      9.6
CN0108900000000   01     089   Madison County, AL                                2020       187,247      178,579      8,668      4.6
CN0109100000000   01     091   Marengo County, AL                                2020         7,766        7,281        485      6.2
CN0109300000000   01     093   Marion County, AL                                 2020        13,034       12,373        661      5.1
CN0109500000000   01     095   Marshall County, AL                               2020        44,275       42,430      1,845      4.2
CN0109700000000   01     097   Mobile County, AL                                 2020       190,882      175,761     15,121      7.9
CN0109900000000   01     099   Monroe County, AL                                 2020         7,474        6,864        610      8.2
CN0110100000000   01     101   Montgomery County, AL                             2020       107,103       98,735      8,368      7.8
CN0110300000000   01     103   Morgan County, AL                                 2020        58,899       56,265      2,634      4.5
CN0110500000000   01     105   Perry County, AL                                  2020         3,437        3,064        373     10.9
CN0110700000000   01     107   Pickens County, AL                                2020         7,660        7,161        499      6.5
CN0110900000000   01     109   Pike County, AL                                   2020        15,636       14,864        772      4.9
CN0111100000000   01     111   Randolph County, AL                               2020         9,414        8,967        447      4.7
CN0111300000000   01     113   Russell County, AL                                2020        23,500       22,290      1,210      5.1
CN0111500000000   01     115   St. Clair County, AL                              2020        40,132       38,146      1,986      4.9
CN0111700000000   01     117   Shelby County, AL                                 2020       114,048      109,646      4,402      3.9
CN0111900000000   01     119   Sumter County, AL                                 2020         4,745        4,414        331      7.0
CN0112100000000   01     121   Talladega County, AL                              2020        36,123       33,591      2,532      7.0
CN0112300000000   01     123   Tallapoosa County, AL                             2020        17,864       16,625      1,239      6.9
CN0112500000000   01     125   Tuscaloosa County, AL                             2020       102,222       95,473      6,749      6.6
CN0112700000000   01     127   Walker County, AL                                 2020        24,877       23,431      1,446      5.8
CN0112900000000   01     129   Washington County, AL                             2020         6,729        6,190        539      8.0
CN0113100000000   01     131   Wilcox County, AL                                 2020         2,871        2,448        423     14.7
CN0113300000000   01     133   Winston County, AL                                2020        10,017        9,542        475      4.7
CN0201300000000   02     013   Aleutians East Borough, AK                        2020         2,523        2,423        100      4.0
CN0201600000000   02     016   Aleutians West Census Area, AK                    2020         3,732        3,563        169      4.5
CN0202000000000   02     020   Anchorage Borough/municipality, AK                2020       148,392      137,421     10,971      7.4
CN0205000000000   02     050   Bethel Census Area, AK                            2020         6,963        6,158        805     11.6
CN0206000000000   02     060   Bristol Bay Borough, AK                           2020           417          386         31      7.4
CN0206800000000   02     068   Denali Borough, AK                                2020           680          573        107     15.7
CN0207000000000   02     070   Dillingham Census Area, AK                        2020         1,742        1,599        143      8.2
CN0209000000000   02     090   Fairbanks North Star Borough, AK                  2020        44,679       41,838      2,841      6.4
CN0210000000000   02     100   Haines Borough, AK                                2020         1,018          859        159     15.6
CN0210500000000   02     105   Hoonah-Angoon Census Area, AK                     2020         1,050          908        142     13.5
CN0211000000000   02     110   Juneau Borough/city, AK                           2020        16,374       15,293      1,081      6.6
CN0212200000000   02     122   Kenai Peninsula Borough, AK                       2020        26,341       23,948      2,393      9.1
CN0213000000000   02     130   Ketchikan Gateway Borough, AK                     2020         6,520        5,893        627      9.6
CN0215000000000   02     150   Kodiak Island Borough, AK                         2020         6,090        5,710        380      6.2
CN0215800000000   02     158   Kusilvak Census Area, AK                          2020         2,299        1,854        445     19.4
CN0216400000000   02     164   Lake and Peninsula Borough, AK                    2020           689          624         65      9.4
CN0217000000000   02     170   Matanuska-Susitna Borough, AK                     2020        47,848       43,858      3,990      8.3
CN0218000000000   02     180   Nome Census Area, AK                              2020         3,927        3,516        411     10.5
CN0218500000000   02     185   North Slope Borough, AK                           2020         3,200        3,011        189      5.9
CN0218800000000   02     188   Northwest Arctic Borough, AK                      2020         2,942        2,590        352     12.0
CN0219500000000   02     195   Petersburg Borough, AK                            2020         1,415        1,292        123      8.7
CN0219800000000   02     198   Prince of Wales-Hyder Census Area, AK             2020         2,828        2,568        260      9.2
CN0222000000000   02     220   Sitka Borough/city, AK                            2020         4,132        3,847        285      6.9
CN0223000000000   02     230   Skagway Municipality, AK                          2020           606          476        130     21.5
CN0224000000000   02     240   Southeast Fairbanks Census Area, AK               2020         2,934        2,717        217      7.4
CN0226100000000   02     261   Valdez-Cordova Census Area, AK                    2020         4,522        4,127        395      8.7
CN0227500000000   02     275   Wrangell Borough/city, AK                         2020           984          901         83      8.4
CN0228200000000   02     282   Yakutat Borough/city, AK                          2020           260          238         22      8.5
CN0229000000000   02     290   Yukon-Koyukuk Census Area, AK                     2020         2,308        2,028        280     12.1
CN0400100000000   04     001   Apache County, AZ                                 2020        20,195       17,614      2,581     12.8
CN0400300000000   04     003   Cochise County, AZ                                2020        51,995       48,368      3,627      7.0
CN0400500000000   04     005   Coconino County, AZ                               2020        75,280       67,985      7,295      9.7
CN0400700000000   04     007   Gila County, AZ                                   2020        21,008       19,387      1,621      7.7
CN0400900000000   04     009   Graham County, AZ                                 2020        15,919       14,911      1,008      6.3
CN0401100000000   04     011   Greenlee County, AZ                               2020         4,454        4,210        244      5.5
CN0401200000000   04     012   La Paz County, AZ                                 2020         8,979        8,343        636      7.1
CN0401300000000   04     013   Maricopa County, AZ                               2020     2,331,628    2,159,267    172,361      7.4
CN0401500000000   04     015   Mohave County, AZ                                 2020        88,743       79,889      8,854     10.0
CN0401700000000   04     017   Navajo County, AZ                                 2020        40,419       36,322      4,097     10.1
CN0401900000000   04     019   Pima County, AZ                                   2020       495,991      457,683     38,308      7.7
CN0402100000000   04     021   Pinal County, AZ                                  2020       191,074      176,674     14,400      7.5
CN0402300000000   04     023   Santa Cruz County, AZ                             2020        19,429       17,209      2,220     11.4
CN0402500000000   04     025   Yavapai County, AZ                                2020       106,985       98,978      8,007      7.5
CN0402700000000   04     027   Yuma County, AZ                                   2020        98,120       81,310     16,810     17.1
CN0500100000000   05     001   Arkansas County, AR                               2020         9,422        9,044        378      4.0
CN0500300000000   05     003   Ashley County, AR                                 2020         7,186        6,518        668      9.3
CN0500500000000   05     005   Baxter County, AR                                 2020        16,528       15,547        981      5.9
CN0500700000000   05     007   Benton County, AR                                 2020       140,015      133,784      6,231      4.5
CN0500900000000   05     009   Boone County, AR                                  2020        15,764       14,934        830      5.3
CN0501100000000   05     011   Bradley County, AR                                2020         4,386        4,130        256      5.8
CN0501300000000   05     013   Calhoun County, AR                                2020         2,426        2,301        125      5.2
CN0501500000000   05     015   Carroll County, AR                                2020        12,709       11,989        720      5.7
CN0501700000000   05     017   Chicot County, AR                                 2020         3,250        2,914        336     10.3
CN0501900000000   05     019   Clark County, AR                                  2020         9,314        8,765        549      5.9
CN0502100000000   05     021   Clay County, AR                                   2020         5,519        5,186        333      6.0
CN0502300000000   05     023   Cleburne County, AR                               2020         9,157        8,460        697      7.6
CN0502500000000   05     025   Cleveland County, AR                              2020         3,203        3,008        195      6.1
CN0502700000000   05     027   Columbia County, AR                               2020         9,053        8,433        620      6.8
CN0502900000000   05     029   Conway County, AR                                 2020         8,392        7,888        504      6.0
CN0503100000000   05     031   Craighead County, AR                              2020        55,775       52,803      2,972      5.3
CN0503300000000   05     033   Crawford County, AR                               2020        26,436       24,998      1,438      5.4
CN0503500000000   05     035   Crittenden County, AR                             2020        21,209       19,459      1,750      8.3
CN0503700000000   05     037   Cross County, AR                                  2020         7,291        6,847        444      6.1
CN0503900000000   05     039   Dallas County, AR                                 2020         2,832        2,681        151      5.3
CN0504100000000   05     041   Desha County, AR                                  2020         5,321        4,948        373      7.0
CN0504300000000   05     043   Drew County, AR                                   2020         7,730        7,196        534      6.9
CN0504500000000   05     045   Faulkner County, AR                               2020        61,682       58,321      3,361      5.4
CN0504700000000   05     047   Franklin County, AR                               2020         7,478        7,059        419      5.6
CN0504900000000   05     049   Fulton County, AR                                 2020         4,924        4,671        253      5.1
CN0505100000000   05     051   Garland County, AR                                2020        41,347       38,052      3,295      8.0
CN0505300000000   05     053   Grant County, AR                                  2020         8,222        7,796        426      5.2
CN0505500000000   05     055   Greene County, AR                                 2020        19,450       18,292      1,158      6.0
CN0505700000000   05     057   Hempstead County, AR                              2020         9,593        9,094        499      5.2
CN0505900000000   05     059   Hot Spring County, AR                             2020        14,100       13,285        815      5.8
CN0506100000000   05     061   Howard County, AR                                 2020         5,533        5,257        276      5.0
CN0506300000000   05     063   Independence County, AR                           2020        16,670       15,711        959      5.8
CN0506500000000   05     065   Izard County, AR                                  2020         4,640        4,249        391      8.4
CN0506700000000   05     067   Jackson County, AR                                2020         5,863        5,444        419      7.1
