                               Labor Force Data by County, 2015 Annual Averages

                 State  County                                                                                              
                 FIPS   FIPS                                                                  Labor                     Unemployed    
   LAUS Code     Code   Code   County Name/State Abbreviation                    Year         Force     Employed      Level     Rate

CN0100100000000   01     001   Autauga County, AL                                2015        25,652       24,321      1,331      5.2
CN0100300000000   01     003   Baldwin County, AL                                2015        87,872       83,010      4,862      5.5
CN0100500000000   01     005   Barbour County, AL                                2015         8,625        7,860        765      8.9
CN0100700000000   01     007   Bibb County, AL                                   2015         8,589        8,021        568      6.6
CN0100900000000   01     009   Blount County, AL                                 2015        24,521       23,198      1,323      5.4
CN0101100000000   01     011   Bullock County, AL                                2015         4,785        4,406        379      7.9
CN0101300000000   01     013   Butler County, AL                                 2015         9,151        8,457        694      7.6
CN0101500000000   01     015   Calhoun County, AL                                2015        45,995       42,764      3,231      7.0
CN0101700000000   01     017   Chambers County, AL                               2015        15,002       14,097        905      6.0
CN0101900000000   01     019   Cherokee County, AL                               2015        11,179       10,570        609      5.4
CN0102100000000   01     021   Chilton County, AL                                2015        19,171       18,090      1,081      5.6
CN0102300000000   01     023   Choctaw County, AL                                2015         4,386        3,988        398      9.1
CN0102500000000   01     025   Clarke County, AL                                 2015         8,006        7,068        938     11.7
CN0102700000000   01     027   Clay County, AL                                   2015         5,559        5,219        340      6.1
CN0102900000000   01     029   Cleburne County, AL                               2015         5,688        5,346        342      6.0
CN0103100000000   01     031   Coffee County, AL                                 2015        20,309       19,100      1,209      6.0
CN0103300000000   01     033   Colbert County, AL                                2015        23,647       21,776      1,871      7.9
CN0103500000000   01     035   Conecuh County, AL                                2015         4,690        4,258        432      9.2
CN0103700000000   01     037   Coosa County, AL                                  2015         4,434        4,138        296      6.7
CN0103900000000   01     039   Covington County, AL                              2015        15,487       14,382      1,105      7.1
CN0104100000000   01     041   Crenshaw County, AL                               2015         6,367        5,986        381      6.0
CN0104300000000   01     043   Cullman County, AL                                2015        36,456       34,541      1,915      5.3
CN0104500000000   01     045   Dale County, AL                                   2015        19,875       18,612      1,263      6.4
CN0104700000000   01     047   Dallas County, AL                                 2015        15,617       14,122      1,495      9.6
CN0104900000000   01     049   DeKalb County, AL                                 2015        28,822       27,076      1,746      6.1
CN0105100000000   01     051   Elmore County, AL                                 2015        36,814       34,967      1,847      5.0
CN0105300000000   01     053   Escambia County, AL                               2015        14,624       13,598      1,026      7.0
CN0105500000000   01     055   Etowah County, AL                                 2015        42,767       40,126      2,641      6.2
CN0105700000000   01     057   Fayette County, AL                                2015         6,434        5,983        451      7.0
CN0105900000000   01     059   Franklin County, AL                               2015        13,687       12,807        880      6.4
CN0106100000000   01     061   Geneva County, AL                                 2015        10,807       10,168        639      5.9
CN0106300000000   01     063   Greene County, AL                                 2015         2,883        2,564        319     11.1
CN0106500000000   01     065   Hale County, AL                                   2015         6,058        5,588        470      7.8
CN0106700000000   01     067   Henry County, AL                                  2015         6,729        6,272        457      6.8
CN0106900000000   01     069   Houston County, AL                                2015        44,627       41,850      2,777      6.2
CN0107100000000   01     071   Jackson County, AL                                2015        23,506       21,944      1,562      6.6
CN0107300000000   01     073   Jefferson County, AL                              2015       311,481      293,544     17,937      5.8
CN0107500000000   01     075   Lamar County, AL                                  2015         5,626        5,271        355      6.3
CN0107700000000   01     077   Lauderdale County, AL                             2015        42,725       39,766      2,959      6.9
CN0107900000000   01     079   Lawrence County, AL                               2015        13,698       12,641      1,057      7.7
CN0108100000000   01     081   Lee County, AL                                    2015        70,996       67,274      3,722      5.2
CN0108300000000   01     083   Limestone County, AL                              2015        40,022       37,833      2,189      5.5
CN0108500000000   01     085   Lowndes County, AL                                2015         3,834        3,392        442     11.5
CN0108700000000   01     087   Macon County, AL                                  2015         7,983        7,341        642      8.0
CN0108900000000   01     089   Madison County, AL                                2015       171,217      161,839      9,378      5.5
CN0109100000000   01     091   Marengo County, AL                                2015         7,419        6,853        566      7.6
CN0109300000000   01     093   Marion County, AL                                 2015        12,506       11,638        868      6.9
CN0109500000000   01     095   Marshall County, AL                               2015        40,466       38,126      2,340      5.8
CN0109700000000   01     097   Mobile County, AL                                 2015       187,264      174,405     12,859      6.9
CN0109900000000   01     099   Monroe County, AL                                 2015         7,353        6,614        739     10.1
CN0110100000000   01     101   Montgomery County, AL                             2015       105,246       98,841      6,405      6.1
CN0110300000000   01     103   Morgan County, AL                                 2015        55,016       51,781      3,235      5.9
CN0110500000000   01     105   Perry County, AL                                  2015         3,491        3,143        348     10.0
CN0110700000000   01     107   Pickens County, AL                                2015         8,022        7,480        542      6.8
CN0110900000000   01     109   Pike County, AL                                   2015        14,967       13,984        983      6.6
CN0111100000000   01     111   Randolph County, AL                               2015         9,451        8,894        557      5.9
CN0111300000000   01     113   Russell County, AL                                2015        24,152       22,720      1,432      5.9
CN0111500000000   01     115   St. Clair County, AL                              2015        38,638       36,625      2,013      5.2
CN0111700000000   01     117   Shelby County, AL                                 2015       108,408      103,851      4,557      4.2
CN0111900000000   01     119   Sumter County, AL                                 2015         5,117        4,709        408      8.0
CN0112100000000   01     121   Talladega County, AL                              2015        35,198       32,890      2,308      6.6
CN0112300000000   01     123   Tallapoosa County, AL                             2015        18,776       17,633      1,143      6.1
CN0112500000000   01     125   Tuscaloosa County, AL                             2015        99,051       93,669      5,382      5.4
CN0112700000000   01     127   Walker County, AL                                 2015        25,610       23,762      1,848      7.2
CN0112900000000   01     129   Washington County, AL                             2015         6,711        6,114        597      8.9
CN0113100000000   01     131   Wilcox County, AL                                 2015         2,829        2,415        414     14.6
