                               Labor Force Data by County, 2016 Annual Averages

                 State  County                                                                                              
                 FIPS   FIPS                                                                  Labor                     Unemployed    
   LAUS Code     Code   Code   County Name/State Abbreviation                    Year         Force     Employed      Level     Rate

CN0100100000000   01     001   Autauga County, AL                                2016        26,031       24,709      1,322      5.1
CN0100300000000   01     003   Baldwin County, AL                                2016        90,895       86,060      4,835      5.3
CN0100500000000   01     005   Barbour County, AL                                2016         8,436        7,736        700      8.3
CN0100700000000   01     007   Bibb County, AL                                   2016         8,644        8,088        556      6.4
CN0100900000000   01     009   Blount County, AL                                 2016        24,684       23,358      1,326      5.4
CN0101100000000   01     011   Bullock County, AL                                2016         4,844        4,514        330      6.8
CN0101300000000   01     013   Butler County, AL                                 2016         9,229        8,593        636      6.9
CN0101500000000   01     015   Calhoun County, AL                                2016        46,013       43,016      2,997      6.5
CN0101700000000   01     017   Chambers County, AL                               2016        15,043       14,225        818      5.4
CN0101900000000   01     019   Cherokee County, AL                               2016        11,382       10,808        574      5.0
CN0102100000000   01     021   Chilton County, AL                                2016        19,266       18,213      1,053      5.5
CN0102300000000   01     023   Choctaw County, AL                                2016         4,344        3,976        368      8.5
CN0102500000000   01     025   Clarke County, AL                                 2016         7,985        7,121        864     10.8
CN0102700000000   01     027   Clay County, AL                                   2016         5,648        5,314        334      5.9
CN0102900000000   01     029   Cleburne County, AL                               2016         5,810        5,464        346      6.0
CN0103100000000   01     031   Coffee County, AL                                 2016        20,684       19,474      1,210      5.8
CN0103300000000   01     033   Colbert County, AL                                2016        23,548       21,918      1,630      6.9
CN0103500000000   01     035   Conecuh County, AL                                2016         4,567        4,184        383      8.4
CN0103700000000   01     037   Coosa County, AL                                  2016         4,399        4,137        262      6.0
CN0103900000000   01     039   Covington County, AL                              2016        15,556       14,509      1,047      6.7
CN0104100000000   01     041   Crenshaw County, AL                               2016         6,480        6,101        379      5.8
CN0104300000000   01     043   Cullman County, AL                                2016        38,064       36,179      1,885      5.0
