                               Labor Force Data by County, 2001 Annual Averages

                 State  County                                                                                              
                 FIPS   FIPS                                                                  Labor                     Unemployed    
   LAUS Code     Code   Code   County Name/State Abbreviation                    Year         Force     Employed      Level     Rate

CN0100100000000   01     001   Autauga County, AL                                2001        21,955       21,055        900      4.1
CN0100300000000   01     003   Baldwin County, AL                                2001        69,161       66,195      2,966      4.3
CN0100500000000   01     005   Barbour County, AL                                2001        11,250       10,412        838      7.4
CN0100700000000   01     007   Bibb County, AL                                   2001         9,081        8,468        613      6.8
CN0100900000000   01     009   Blount County, AL                                 2001        25,305       24,393        912      3.6
CN0101100000000   01     011   Bullock County, AL                                2001         3,912        3,524        388      9.9
CN0101300000000   01     013   Butler County, AL                                 2001         9,003        8,328        675      7.5
CN0101500000000   01     015   Calhoun County, AL                                2001        51,578       48,744      2,834      5.5
CN0101700000000   01     017   Chambers County, AL                               2001        17,424       16,481        943      5.4
CN0101900000000   01     019   Cherokee County, AL                               2001        11,339       10,824        515      4.5
CN0102100000000   01     021   Chilton County, AL                                2001        19,464       18,533        931      4.8
CN0102300000000   01     023   Choctaw County, AL                                2001         5,869        5,452        417      7.1
CN0102500000000   01     025   Clarke County, AL                                 2001        11,019        9,945      1,074      9.7
CN0102700000000   01     027   Clay County, AL                                   2001         6,366        5,981        385      6.0
CN0102900000000   01     029   Cleburne County, AL                               2001         6,921        6,559        362      5.2
CN0103100000000   01     031   Coffee County, AL                                 2001        19,276       18,084      1,192      6.2
CN0103300000000   01     033   Colbert County, AL                                2001        25,609       23,856      1,753      6.8
CN0103500000000   01     035   Conecuh County, AL                                2001         5,274        4,890        384      7.3
CN0103700000000   01     037   Coosa County, AL                                  2001         5,300        4,942        358      6.8
CN0103900000000   01     039   Covington County, AL                              2001        16,846       15,782      1,064      6.3
CN0104100000000   01     041   Crenshaw County, AL                               2001         6,000        5,641        359      6.0
CN0104300000000   01     043   Cullman County, AL                                2001        37,982       36,230      1,752      4.6
CN0104500000000   01     045   Dale County, AL                                   2001        20,127       19,012      1,115      5.5
CN0104700000000   01     047   Dallas County, AL                                 2001        17,483       15,881      1,602      9.2
CN0104900000000   01     049   DeKalb County, AL                                 2001        32,237       30,689      1,548      4.8
CN0105100000000   01     051   Elmore County, AL                                 2001        31,470       30,138      1,332      4.2
CN0105300000000   01     053   Escambia County, AL                               2001        15,537       14,585        952      6.1
CN0105500000000   01     055   Etowah County, AL                                 2001        46,764       43,689      3,075      6.6
CN0105700000000   01     057   Fayette County, AL                                2001         8,145        7,632        513      6.3
CN0105900000000   01     059   Franklin County, AL                               2001        13,965       12,902      1,063      7.6
CN0106100000000   01     061   Geneva County, AL                                 2001        12,047       11,276        771      6.4
CN0106300000000   01     063   Greene County, AL                                 2001         3,494        3,245        249      7.1
CN0106500000000   01     065   Hale County, AL                                   2001         7,019        6,513        506      7.2
CN0106700000000   01     067   Henry County, AL                                  2001         7,542        7,137        405      5.4
CN0106900000000   01     069   Houston County, AL                                2001        44,752       42,833      1,919      4.3
CN0107100000000   01     071   Jackson County, AL                                2001        27,016       25,256      1,760      6.5
CN0107300000000   01     073   Jefferson County, AL                              2001       325,883      311,802     14,081      4.3
CN0107500000000   01     075   Lamar County, AL                                  2001         7,220        6,640        580      8.0
CN0107700000000   01     077   Lauderdale County, AL                             2001        42,826       40,026      2,800      6.5
CN0107900000000   01     079   Lawrence County, AL                               2001        16,521       15,540        981      5.9
CN0108100000000   01     081   Lee County, AL                                    2001        58,218       55,832      2,386      4.1
CN0108300000000   01     083   Limestone County, AL                              2001        33,256       31,809      1,447      4.4
CN0108500000000   01     085   Lowndes County, AL                                2001         5,011        4,650        361      7.2
CN0108700000000   01     087   Macon County, AL                                  2001         8,905        8,389        516      5.8
CN0108900000000   01     089   Madison County, AL                                2001       149,678      143,919      5,759      3.8
CN0109100000000   01     091   Marengo County, AL                                2001         8,894        8,365        529      5.9
CN0109300000000   01     093   Marion County, AL                                 2001        12,911       11,793      1,118      8.7
CN0109500000000   01     095   Marshall County, AL                               2001        39,900       37,697      2,203      5.5
CN0109700000000   01     097   Mobile County, AL                                 2001       183,762      173,439     10,323      5.6
CN0109900000000   01     099   Monroe County, AL                                 2001         9,894        9,180        714      7.2
CN0110100000000   01     101   Montgomery County, AL                             2001       104,949      100,201      4,748      4.5
CN0110300000000   01     103   Morgan County, AL                                 2001        56,248       53,372      2,876      5.1
CN0110500000000   01     105   Perry County, AL                                  2001         3,873        3,448        425     11.0
CN0110700000000   01     107   Pickens County, AL                                2001         8,440        7,732        708      8.4
CN0110900000000   01     109   Pike County, AL                                   2001        13,524       12,806        718      5.3
CN0111100000000   01     111   Randolph County, AL                               2001         9,927        9,306        621      6.3
CN0111300000000   01     113   Russell County, AL                                2001        21,461       20,278      1,183      5.5
CN0111500000000   01     115   St. Clair County, AL                              2001        31,672       30,347      1,325      4.2
CN0111700000000   01     117   Shelby County, AL                                 2001        84,095       81,644      2,451      2.9
CN0111900000000   01     119   Sumter County, AL                                 2001         5,121        4,690        431      8.4
CN0112100000000   01     121   Talladega County, AL                              2001        35,832       33,489      2,343      6.5
CN0112300000000   01     123   Tallapoosa County, AL                             2001        19,257       18,117      1,140      5.9
CN0112500000000   01     125   Tuscaloosa County, AL                             2001        81,357       77,953      3,404      4.2
CN0112700000000   01     127   Walker County, AL                                 2001        31,227       29,358      1,869      6.0
CN0112900000000   01     129   Washington County, AL                             2001         7,440        6,776        664      8.9
CN0113100000000   01     131   Wilcox County, AL                                 2001         3,835        3,448        387     10.1
CN0113300000000   01     133   Winston County, AL                                2001        10,737        9,732      1,005      9.4
CN0201300000000   02     013   Aleutians East Borough, AK                        2001         1,011          926         85      8.4
CN0201600000000   02     016   Aleutians West Census Area, AK                    2001         2,636        2,478        158      6.0
CN0202000000000   02     020   Anchorage Borough/municipality, AK                2001       141,933      134,782      7,151      5.0
CN0205000000000   02     050   Bethel Census Area, AK                            2001         6,321        5,688        633     10.0
CN0206000000000   02     060   Bristol Bay Borough, AK                           2001           947          895         52      5.5
CN0206800000000   02     068   Denali Borough, AK                                2001         1,450        1,355         95      6.6
CN0207000000000   02     070   Dillingham Census Area, AK                        2001         1,914        1,757        157      8.2
CN0209000000000   02     090   Fairbanks North Star Borough, AK                  2001        41,423       38,910      2,513      6.1
CN0210000000000   02     100   Haines Borough, AK                                2001         1,250        1,125        125     10.0
CN0211000000000   02     110   Juneau Borough/city, AK                           2001        17,986       17,130        856      4.8
CN0212200000000   02     122   Kenai Peninsula Borough, AK                       2001        24,340       22,322      2,018      8.3
CN0213000000000   02     130   Ketchikan Gateway Borough, AK                     2001         8,136        7,585        551      6.8
CN0215000000000   02     150   Kodiak Island Borough, AK                         2001         6,446        5,869        577      9.0
CN0215800000000   02     158   Kusilvak Census Area, AK                          2001         2,346        1,978        368     15.7
CN0216400000000   02     164   Lake and Peninsula Borough, AK                    2001           965          904         61      6.3
CN0217000000000   02     170   Matanuska-Susitna Borough, AK                     2001        29,867       27,719      2,148      7.2
CN0218000000000   02     180   Nome Census Area, AK                              2001         3,693        3,329        364      9.9
CN0218500000000   02     185   North Slope Borough, AK                           2001         3,712        3,430        282      7.6
CN0218800000000   02     188   Northwest Arctic Borough, AK                      2001         3,025        2,722        303     10.0
CN0220100000000   02     201   Prince of Wales-Outer Ketchikan Census Area, AK   2001         2,362        1,998        364     15.4
CN0222000000000   02     220   Sitka Borough/city, AK                            2001         4,472        4,257        215      4.8
CN0223200000000   02     232   Skagway-Hoonah-Angoon Census Area, AK             2001         1,842        1,624        218     11.8
CN0224000000000   02     240   Southeast Fairbanks Census Area, AK               2001         2,128        1,849        279     13.1
CN0226100000000   02     261   Valdez-Cordova Census Area, AK                    2001         5,080        4,635        445      8.8
CN0228000000000   02     280   Wrangell-Petersburg Census Area, AK               2001         3,039        2,725        314     10.3
CN0228200000000   02     282   Yakutat Borough/city, AK                          2001           329          300         29      8.8
CN0229000000000   02     290   Yukon-Koyukuk Census Area, AK                     2001         2,743        2,439        304     11.1
CN0400100000000   04     001   Apache County, AZ                                 2001        19,191       17,362      1,829      9.5
CN0400300000000   04     003   Cochise County, AZ                                2001        50,293       47,830      2,463      4.9
CN0400500000000   04     005   Coconino County, AZ                               2001        63,573       60,563      3,010      4.7
CN0400700000000   04     007   Gila County, AZ                                   2001        20,408       19,215      1,193      5.8
CN0400900000000   04     009   Graham County, AZ                                 2001        11,910       11,157        753      6.3
CN0401100000000   04     011   Greenlee County, AZ                               2001         3,821        3,545        276      7.2
CN0401200000000   04     012   La Paz County, AZ                                 2001         7,026        6,554        472      6.7
