                               Labor Force Data by County, 2018 Annual Averages

                 State  County                                                                                              
                 FIPS   FIPS                                                                  Labor                     Unemployed    
   LAUS Code     Code   Code   County Name/State Abbreviation                    Year         Force     Employed      Level     Rate

CN0100100000000   01     001   Autauga County, AL                                2018        26,196       25,261        935      3.6
CN0100300000000   01     003   Baldwin County, AL                                2018        95,233       91,809      3,424      3.6
CN0100500000000   01     005   Barbour County, AL                                2018         8,414        7,987        427      5.1
CN0100700000000   01     007   Bibb County, AL                                   2018         8,605        8,268        337      3.9
CN0100900000000   01     009   Blount County, AL                                 2018        25,069       24,201        868      3.5
CN0101100000000   01     011   Bullock County, AL                                2018         4,791        4,571        220      4.6
CN0101300000000   01     013   Butler County, AL                                 2018         8,973        8,553        420      4.7
CN0101500000000   01     015   Calhoun County, AL                                2018        46,307       44,191      2,116      4.6
CN0101700000000   01     017   Chambers County, AL                               2018        15,366       14,775        591      3.8
CN0101900000000   01     019   Cherokee County, AL                               2018        11,688       11,276        412      3.5
CN0102100000000   01     021   Chilton County, AL                                2018        19,624       18,924        700      3.6
CN0102300000000   01     023   Choctaw County, AL                                2018         4,749        4,493        256      5.4
CN0102500000000   01     025   Clarke County, AL                                 2018         7,659        7,096        563      7.4
CN0102700000000   01     027   Clay County, AL                                   2018         6,010        5,784        226      3.8
CN0102900000000   01     029   Cleburne County, AL                               2018         5,795        5,552        243      4.2
CN0103100000000   01     031   Coffee County, AL                                 2018        21,007       20,193        814      3.9
CN0103300000000   01     033   Colbert County, AL                                2018        23,541       22,478      1,063      4.5
CN0103500000000   01     035   Conecuh County, AL                                2018         4,512        4,281        231      5.1
CN0103700000000   01     037   Coosa County, AL                                  2018         4,426        4,246        180      4.1
CN0103900000000   01     039   Covington County, AL                              2018        15,652       14,945        707      4.5
CN0104100000000   01     041   Crenshaw County, AL                               2018         6,369        6,114        255      4.0
CN0104300000000   01     043   Cullman County, AL                                2018        38,113       36,879      1,234      3.2
CN0104500000000   01     045   Dale County, AL                                   2018        20,257       19,424        833      4.1
CN0104700000000   01     047   Dallas County, AL                                 2018        14,880       13,927        953      6.4
CN0104900000000   01     049   DeKalb County, AL                                 2018        30,289       29,153      1,136      3.8
CN0105100000000   01     051   Elmore County, AL                                 2018        37,590       36,313      1,277      3.4
CN0105300000000   01     053   Escambia County, AL                               2018        14,423       13,780        643      4.5
CN0105500000000   01     055   Etowah County, AL                                 2018        43,252       41,502      1,750      4.0
CN0105700000000   01     057   Fayette County, AL                                2018         6,529        6,267        262      4.0
CN0105900000000   01     059   Franklin County, AL                               2018        14,291       13,768        523      3.7
CN0106100000000   01     061   Geneva County, AL                                 2018        10,872       10,450        422      3.9
CN0106300000000   01     063   Greene County, AL                                 2018         2,860        2,672        188      6.6
CN0106500000000   01     065   Hale County, AL                                   2018         5,979        5,680        299      5.0
CN0106700000000   01     067   Henry County, AL                                  2018         6,830        6,531        299      4.4
CN0106900000000   01     069   Houston County, AL                                2018        45,580       43,764      1,816      4.0
CN0107100000000   01     071   Jackson County, AL                                2018        23,412       22,468        944      4.0
CN0107300000000   01     073   Jefferson County, AL                              2018       315,793      304,248     11,545      3.7
CN0107500000000   01     075   Lamar County, AL                                  2018         5,743        5,528        215      3.7
CN0107700000000   01     077   Lauderdale County, AL                             2018        42,390       40,644      1,746      4.1
CN0107900000000   01     079   Lawrence County, AL                               2018        14,044       13,469        575      4.1
CN0108100000000   01     081   Lee County, AL                                    2018        75,243       72,541      2,702      3.6
CN0108300000000   01     083   Limestone County, AL                              2018        42,979       41,472      1,507      3.5
CN0108500000000   01     085   Lowndes County, AL                                2018         3,614        3,354        260      7.2
CN0108700000000   01     087   Macon County, AL                                  2018         7,862        7,442        420      5.3
CN0108900000000   01     089   Madison County, AL                                2018       181,565      175,352      6,213      3.4
CN0109100000000   01     091   Marengo County, AL                                2018         7,608        7,237        371      4.9
CN0109300000000   01     093   Marion County, AL                                 2018        12,621       12,114        507      4.0
CN0109500000000   01     095   Marshall County, AL                               2018        42,925       41,496      1,429      3.3
CN0109700000000   01     097   Mobile County, AL                                 2018       189,004      180,293      8,711      4.6
CN0109900000000   01     099   Monroe County, AL                                 2018         7,187        6,753        434      6.0
CN0110100000000   01     101   Montgomery County, AL                             2018       105,953      101,782      4,171      3.9
CN0110300000000   01     103   Morgan County, AL                                 2018        57,158       55,192      1,966      3.4
CN0110500000000   01     105   Perry County, AL                                  2018         3,411        3,192        219      6.4
CN0110700000000   01     107   Pickens County, AL                                2018         7,745        7,395        350      4.5
CN0110900000000   01     109   Pike County, AL                                   2018        15,260       14,579        681      4.5
CN0111100000000   01     111   Randolph County, AL                               2018         9,581        9,202        379      4.0
CN0111300000000   01     113   Russell County, AL                                2018        24,019       23,067        952      4.0
CN0111500000000   01     115   St. Clair County, AL                              2018        40,120       38,742      1,378      3.4
CN0111700000000   01     117   Shelby County, AL                                 2018       114,634      111,425      3,209      2.8
CN0111900000000   01     119   Sumter County, AL                                 2018         4,820        4,543        277      5.7
CN0112100000000   01     121   Talladega County, AL                              2018        35,332       33,847      1,485      4.2
CN0112300000000   01     123   Tallapoosa County, AL                             2018        17,959       17,226        733      4.1
CN0112500000000   01     125   Tuscaloosa County, AL                             2018       102,508       98,826      3,682      3.6
CN0112700000000   01     127   Walker County, AL                                 2018        25,128       24,078      1,050      4.2
CN0112900000000   01     129   Washington County, AL                             2018         6,711        6,327        384      5.7
CN0113100000000   01     131   Wilcox County, AL                                 2018         2,756        2,498        258      9.4
CN0113300000000   01     133   Winston County, AL                                2018         9,810        9,405        405      4.1
CN0201300000000   02     013   Aleutians East Borough, AK                        2018         2,292        2,222         70      3.1
CN0201600000000   02     016   Aleutians West Census Area, AK                    2018         3,602        3,477        125      3.5
CN0202000000000   02     020   Anchorage Borough/municipality, AK                2018       149,431      141,363      8,068      5.4
CN0205000000000   02     050   Bethel Census Area, AK                            2018         7,111        6,209        902     12.7
CN0206000000000   02     060   Bristol Bay Borough, AK                           2018           444          417         27      6.1
CN0206800000000   02     068   Denali Borough, AK                                2018         1,057          975         82      7.8
CN0207000000000   02     070   Dillingham Census Area, AK                        2018         2,004        1,844        160      8.0
CN0209000000000   02     090   Fairbanks North Star Borough, AK                  2018        45,476       42,901      2,575      5.7
CN0210000000000   02     100   Haines Borough, AK                                2018         1,097          992        105      9.6
CN0210500000000   02     105   Hoonah-Angoon Census Area, AK                     2018         1,146        1,004        142     12.4
CN0211000000000   02     110   Juneau Borough/city, AK                           2018        17,045       16,305        740      4.3
CN0212200000000   02     122   Kenai Peninsula Borough, AK                       2018        26,372       24,384      1,988      7.5
