                               Labor Force Data by County, 2003 Annual Averages

                 State  County                                                                                              
                 FIPS   FIPS                                                                  Labor                     Unemployed    
   LAUS Code     Code   Code   County Name/State Abbreviation                    Year         Force     Employed      Level     Rate

CN0100100000000   01     001   Autauga County, AL                                2003        22,604       21,462      1,142      5.1
CN0100300000000   01     003   Baldwin County, AL                                2003        72,299       68,702      3,597      5.0
CN0100500000000   01     005   Barbour County, AL                                2003        10,977       10,196        781      7.1
CN0100700000000   01     007   Bibb County, AL                                   2003         8,836        8,309        527      6.0
CN0100900000000   01     009   Blount County, AL                                 2003        25,900       24,702      1,198      4.6
CN0101100000000   01     011   Bullock County, AL                                2003         3,979        3,540        439     11.0
CN0101300000000   01     013   Butler County, AL                                 2003         9,183        8,386        797      8.7
CN0101500000000   01     015   Calhoun County, AL                                2003        52,817       49,673      3,144      6.0
CN0101700000000   01     017   Chambers County, AL                               2003        16,829       15,745      1,084      6.4
CN0101900000000   01     019   Cherokee County, AL                               2003        11,929       11,342        587      4.9
CN0102100000000   01     021   Chilton County, AL                                2003        19,478       18,499        979      5.0
CN0102300000000   01     023   Choctaw County, AL                                2003         5,651        5,085        566     10.0
CN0102500000000   01     025   Clarke County, AL                                 2003        10,769        9,839        930      8.6
CN0102700000000   01     027   Clay County, AL                                   2003         5,923        5,492        431      7.3
CN0102900000000   01     029   Cleburne County, AL                               2003         6,672        6,267        405      6.1
CN0103100000000   01     031   Coffee County, AL                                 2003        19,932       18,834      1,098      5.5
CN0103300000000   01     033   Colbert County, AL                                2003        24,562       22,720      1,842      7.5
CN0103500000000   01     035   Conecuh County, AL                                2003         5,149        4,707        442      8.6
CN0103700000000   01     037   Coosa County, AL                                  2003         5,056        4,641        415      8.2
CN0103900000000   01     039   Covington County, AL                              2003        17,322       16,110      1,212      7.0
CN0104100000000   01     041   Crenshaw County, AL                               2003         5,920        5,517        403      6.8
CN0104300000000   01     043   Cullman County, AL                                2003        38,276       36,045      2,231      5.8
CN0104500000000   01     045   Dale County, AL                                   2003        20,546       19,457      1,089      5.3
CN0104700000000   01     047   Dallas County, AL                                 2003        16,783       14,878      1,905     11.4
CN0104900000000   01     049   DeKalb County, AL                                 2003        32,218       30,363      1,855      5.8
CN0105100000000   01     051   Elmore County, AL                                 2003        32,603       30,929      1,674      5.1
CN0105300000000   01     053   Escambia County, AL                               2003        14,644       13,379      1,265      8.6
CN0105500000000   01     055   Etowah County, AL                                 2003        46,388       43,351      3,037      6.5
CN0105700000000   01     057   Fayette County, AL                                2003         8,048        7,490        558      6.9
CN0105900000000   01     059   Franklin County, AL                               2003        13,561       12,265      1,296      9.6
CN0106100000000   01     061   Geneva County, AL                                 2003        11,722       11,065        657      5.6
CN0106300000000   01     063   Greene County, AL                                 2003         3,504        3,205        299      8.5
CN0106500000000   01     065   Hale County, AL                                   2003         7,086        6,485        601      8.5
CN0106700000000   01     067   Henry County, AL                                  2003         7,494        7,059        435      5.8
CN0106900000000   01     069   Houston County, AL                                2003        45,185       42,984      2,201      4.9
CN0107100000000   01     071   Jackson County, AL                                2003        27,187       25,272      1,915      7.0
CN0107300000000   01     073   Jefferson County, AL                              2003       321,042      303,282     17,760      5.5
CN0107500000000   01     075   Lamar County, AL                                  2003         6,691        6,104        587      8.8
CN0107700000000   01     077   Lauderdale County, AL                             2003        41,196       38,184      3,012      7.3
CN0107900000000   01     079   Lawrence County, AL                               2003        15,788       14,728      1,060      6.7
CN0108100000000   01     081   Lee County, AL                                    2003        60,597       57,747      2,850      4.7
CN0108300000000   01     083   Limestone County, AL                              2003        33,924       32,046      1,878      5.5
CN0108500000000   01     085   Lowndes County, AL                                2003         5,021        4,557        464      9.2
CN0108700000000   01     087   Macon County, AL                                  2003         8,522        7,924        598      7.0
CN0108900000000   01     089   Madison County, AL                                2003       154,255      146,915      7,340      4.8
CN0109100000000   01     091   Marengo County, AL                                2003         8,999        8,431        568      6.3
CN0109300000000   01     093   Marion County, AL                                 2003        13,071       12,130        941      7.2
CN0109500000000   01     095   Marshall County, AL                               2003        40,587       38,316      2,271      5.6
CN0109700000000   01     097   Mobile County, AL                                 2003       180,242      167,696     12,546      7.0
CN0109900000000   01     099   Monroe County, AL                                 2003         9,417        8,627        790      8.4
CN0110100000000   01     101   Montgomery County, AL                             2003       104,505       98,402      6,103      5.8
CN0110300000000   01     103   Morgan County, AL                                 2003        55,227       51,605      3,622      6.6
CN0110500000000   01     105   Perry County, AL                                  2003         3,843        3,432        411     10.7
CN0110700000000   01     107   Pickens County, AL                                2003         8,138        7,475        663      8.1
CN0110900000000   01     109   Pike County, AL                                   2003        14,397       13,556        841      5.8
CN0111100000000   01     111   Randolph County, AL                               2003         9,791        9,061        730      7.5
CN0111300000000   01     113   Russell County, AL                                2003        21,870       20,224      1,646      7.5
CN0111500000000   01     115   St. Clair County, AL                              2003        32,291       30,607      1,684      5.2
CN0111700000000   01     117   Shelby County, AL                                 2003        88,275       85,144      3,131      3.5
CN0111900000000   01     119   Sumter County, AL                                 2003         5,110        4,594        516     10.1
CN0112100000000   01     121   Talladega County, AL                              2003        38,205       35,246      2,959      7.7
CN0112300000000   01     123   Tallapoosa County, AL                             2003        18,456       17,174      1,282      6.9
CN0112500000000   01     125   Tuscaloosa County, AL                             2003        82,091       78,055      4,036      4.9
CN0112700000000   01     127   Walker County, AL                                 2003        30,327       28,360      1,967      6.5
CN0112900000000   01     129   Washington County, AL                             2003         7,103        6,362        741     10.4
CN0113100000000   01     131   Wilcox County, AL                                 2003         3,818        3,345        473     12.4
CN0113300000000   01     133   Winston County, AL                                2003        10,407        9,418        989      9.5
CN0201300000000   02     013   Aleutians East Borough, AK                        2003         1,010          911         99      9.8
CN0201600000000   02     016   Aleutians West Census Area, AK                    2003         2,931        2,743        188      6.4
CN0202000000000   02     020   Anchorage Borough/municipality, AK                2003       145,428      136,227      9,201      6.3
CN0205000000000   02     050   Bethel Census Area, AK                            2003         7,059        6,192        867     12.3
CN0206000000000   02     060   Bristol Bay Borough, AK                           2003           971          910         61      6.3
CN0206800000000   02     068   Denali Borough, AK                                2003         1,408        1,283        125      8.9
CN0207000000000   02     070   Dillingham Census Area, AK                        2003         1,923        1,708        215     11.2
CN0209000000000   02     090   Fairbanks North Star Borough, AK                  2003        42,599       39,603      2,996      7.0
CN0210000000000   02     100   Haines Borough, AK                                2003         1,360        1,200        160     11.8
CN0211000000000   02     110   Juneau Borough/city, AK                           2003        18,058       17,005      1,053      5.8
CN0212200000000   02     122   Kenai Peninsula Borough, AK                       2003        25,039       22,476      2,563     10.2
CN0213000000000   02     130   Ketchikan Gateway Borough, AK                     2003         7,789        7,156        633      8.1
CN0215000000000   02     150   Kodiak Island Borough, AK                         2003         5,961        5,377        584      9.8
CN0215800000000   02     158   Kusilvak Census Area, AK                          2003         2,656        2,176        480     18.1
CN0216400000000   02     164   Lake and Peninsula Borough, AK                    2003           942          865         77      8.2
CN0217000000000   02     170   Matanuska-Susitna Borough, AK                     2003        32,820       29,928      2,892      8.8
CN0218000000000   02     180   Nome Census Area, AK                              2003         3,913        3,486        427     10.9
CN0218500000000   02     185   North Slope Borough, AK                           2003         3,701        3,318        383     10.3
CN0218800000000   02     188   Northwest Arctic Borough, AK                      2003         2,979        2,584        395     13.3
CN0220100000000   02     201   Prince of Wales-Outer Ketchikan Census Area, AK   2003         2,451        2,092        359     14.6
CN0222000000000   02     220   Sitka Borough/city, AK                            2003         4,664        4,373        291      6.2
CN0223200000000   02     232   Skagway-Hoonah-Angoon Census Area, AK             2003         1,876        1,651        225     12.0
CN0224000000000   02     240   Southeast Fairbanks Census Area, AK               2003         2,506        2,180        326     13.0
CN0226100000000   02     261   Valdez-Cordova Census Area, AK                    2003         5,375        4,829        546     10.2
CN0228000000000   02     280   Wrangell-Petersburg Census Area, AK               2003         3,011        2,642        369     12.3
CN0228200000000   02     282   Yakutat Borough/city, AK                          2003           302          268         34     11.3
CN0229000000000   02     290   Yukon-Koyukuk Census Area, AK                     2003         2,941        2,542        399     13.6
CN0400100000000   04     001   Apache County, AZ                                 2003        20,638       18,198      2,440     11.8
CN0400300000000   04     003   Cochise County, AZ                                2003        54,049       50,985      3,064      5.7
CN0400500000000   04     005   Coconino County, AZ                               2003        65,739       61,985      3,754      5.7
CN0400700000000   04     007   Gila County, AZ                                   2003        21,039       19,511      1,528      7.3
CN0400900000000   04     009   Graham County, AZ                                 2003        12,170       11,320        850      7.0
CN0401100000000   04     011   Greenlee County, AZ                               2003         3,531        3,285        246      7.0
CN0401200000000   04     012   La Paz County, AZ                                 2003         7,451        6,925        526      7.1
CN0401300000000   04     013   Maricopa County, AZ                               2003     1,749,197    1,658,323     90,874      5.2
CN0401500000000   04     015   Mohave County, AZ                                 2003        82,110       78,073      4,037      4.9
CN0401700000000   04     017   Navajo County, AZ                                 2003        38,252       34,962      3,290      8.6
CN0401900000000   04     019   Pima County, AZ                                   2003       429,349      406,481     22,868      5.3
CN0402100000000   04     021   Pinal County, AZ                                  2003        78,892       73,375      5,517      7.0
CN0402300000000   04     023   Santa Cruz County, AZ                             2003        15,707       14,208      1,499      9.5
CN0402500000000   04     025   Yavapai County, AZ                                2003        85,008       80,664      4,344      5.1
CN0402700000000   04     027   Yuma County, AZ                                   2003        72,869       60,560     12,309     16.9
CN0500100000000   05     001   Arkansas County, AR                               2003        10,716       10,120        596      5.6
CN0500300000000   05     003   Ashley County, AR                                 2003         9,989        9,040        949      9.5
CN0500500000000   05     005   Baxter County, AR                                 2003        15,939       14,871      1,068      6.7
CN0500700000000   05     007   Benton County, AR                                 2003        87,883       84,706      3,177      3.6
CN0500900000000   05     009   Boone County, AR                                  2003        16,050       15,113        937      5.8
CN0501100000000   05     011   Bradley County, AR                                2003         5,488        5,089        399      7.3
CN0501300000000   05     013   Calhoun County, AR                                2003         2,537        2,336        201      7.9
CN0501500000000   05     015   Carroll County, AR                                2003        13,223       12,581        642      4.9
CN0501700000000   05     017   Chicot County, AR                                 2003         5,174        4,626        548     10.6
CN0501900000000   05     019   Clark County, AR                                  2003        11,145       10,428        717      6.4
CN0502100000000   05     021   Clay County, AR                                   2003         7,491        6,882        609      8.1
CN0502300000000   05     023   Cleburne County, AR                               2003        10,900       10,278        622      5.7
CN0502500000000   05     025   Cleveland County, AR                              2003         3,969        3,721        248      6.2
CN0502700000000   05     027   Columbia County, AR                               2003        10,697        9,970        727      6.8
CN0502900000000   05     029   Conway County, AR                                 2003         9,596        8,993        603      6.3
CN0503100000000   05     031   Craighead County, AR                              2003        42,858       40,458      2,400      5.6
CN0503300000000   05     033   Crawford County, AR                               2003        25,250       23,893      1,357      5.4
CN0503500000000   05     035   Crittenden County, AR                             2003        21,317       19,869      1,448      6.8
CN0503700000000   05     037   Cross County, AR                                  2003         8,681        8,030        651      7.5
CN0503900000000   05     039   Dallas County, AR                                 2003         3,821        3,516        305      8.0
CN0504100000000   05     041   Desha County, AR                                  2003         6,162        5,607        555      9.0
CN0504300000000   05     043   Drew County, AR                                   2003         8,514        7,837        677      8.0
CN0504500000000   05     045   Faulkner County, AR                               2003        47,763       45,147      2,616      5.5
CN0504700000000   05     047   Franklin County, AR                               2003         7,971        7,581        390      4.9
CN0504900000000   05     049   Fulton County, AR                                 2003         4,966        4,654        312      6.3
CN0505100000000   05     051   Garland County, AR                                2003        39,209       36,682      2,527      6.4
CN0505300000000   05     053   Grant County, AR                                  2003         8,096        7,641        455      5.6
CN0505500000000   05     055   Greene County, AR                                 2003        17,113       15,956      1,157      6.8
CN0505700000000   05     057   Hempstead County, AR                              2003        11,068       10,473        595      5.4
CN0505900000000   05     059   Hot Spring County, AR                             2003        14,214       13,260        954      6.7
CN0506100000000   05     061   Howard County, AR                                 2003         6,528        6,132        396      6.1
CN0506300000000   05     063   Independence County, AR                           2003        17,007       15,905      1,102      6.5
CN0506500000000   05     065   Izard County, AR                                  2003         5,206        4,794        412      7.9
CN0506700000000   05     067   Jackson County, AR                                2003         7,781        7,080        701      9.0
CN0506900000000   05     069   Jefferson County, AR                              2003        35,724       32,855      2,869      8.0
CN0507100000000   05     071   Johnson County, AR                                2003        10,649       10,064        585      5.5
CN0507300000000   05     073   Lafayette County, AR                              2003         3,369        3,167        202      6.0
CN0507500000000   05     075   Lawrence County, AR                               2003         7,720        7,060        660      8.5
CN0507700000000   05     077   Lee County, AR                                    2003         3,664        3,237        427     11.7
CN0507900000000   05     079   Lincoln County, AR                                2003         5,074        4,660        414      8.2
CN0508100000000   05     081   Little River County, AR                           2003         6,398        6,084        314      4.9
CN0508300000000   05     083   Logan County, AR                                  2003         9,938        9,372        566      5.7
CN0508500000000   05     085   Lonoke County, AR                                 2003        27,489       26,153      1,336      4.9
CN0508700000000   05     087   Madison County, AR                                2003         7,175        6,890        285      4.0
CN0508900000000   05     089   Marion County, AR                                 2003         6,498        6,075        423      6.5
CN0509100000000   05     091   Miller County, AR                                 2003        18,224       17,296        928      5.1
CN0509300000000   05     093   Mississippi County, AR                            2003        20,220       17,797      2,423     12.0
CN0509500000000   05     095   Monroe County, AR                                 2003         3,968        3,668        300      7.6
CN0509700000000   05     097   Montgomery County, AR                             2003         4,249        4,010        239      5.6
CN0509900000000   05     099   Nevada County, AR                                 2003         4,493        4,265        228      5.1
