                               Labor Force Data by County, 2006 Annual Averages

                 State  County                                                                                              
                 FIPS   FIPS                                                                  Labor                     Unemployed    
   LAUS Code     Code   Code   County Name/State Abbreviation                    Year         Force     Employed      Level     Rate

CN0100100000000   01     001   Autauga County, AL                                2006        24,398       23,585        813      3.3
CN0100300000000   01     003   Baldwin County, AL                                2006        79,711       77,147      2,564      3.2
CN0100500000000   01     005   Barbour County, AL                                2006        10,705       10,096        609      5.7
CN0100700000000   01     007   Bibb County, AL                                   2006         8,850        8,477        373      4.2
CN0100900000000   01     009   Blount County, AL                                 2006        26,770       25,902        868      3.2
CN0101100000000   01     011   Bullock County, AL                                2006         3,702        3,372        330      8.9
CN0101300000000   01     013   Butler County, AL                                 2006         9,238        8,709        529      5.7
CN0101500000000   01     015   Calhoun County, AL                                2006        54,063       51,872      2,191      4.1
CN0101700000000   01     017   Chambers County, AL                               2006        15,749       14,828        921      5.8
CN0101900000000   01     019   Cherokee County, AL                               2006        11,854       11,352        502      4.2
CN0102100000000   01     021   Chilton County, AL                                2006        19,771       19,059        712      3.6
CN0102300000000   01     023   Choctaw County, AL                                2006         5,329        5,030        299      5.6
CN0102500000000   01     025   Clarke County, AL                                 2006        10,261        9,622        639      6.2
CN0102700000000   01     027   Clay County, AL                                   2006         6,182        5,902        280      4.5
CN0102900000000   01     029   Cleburne County, AL                               2006         6,639        6,406        233      3.5
CN0103100000000   01     031   Coffee County, AL                                 2006        20,691       19,917        774      3.7
CN0103300000000   01     033   Colbert County, AL                                2006        25,307       24,128      1,179      4.7
CN0103500000000   01     035   Conecuh County, AL                                2006         5,123        4,833        290      5.7
CN0103700000000   01     037   Coosa County, AL                                  2006         4,794        4,525        269      5.6
CN0103900000000   01     039   Covington County, AL                              2006        17,195       16,529        666      3.9
CN0104100000000   01     041   Crenshaw County, AL                               2006         6,595        6,332        263      4.0
CN0104300000000   01     043   Cullman County, AL                                2006        39,375       38,026      1,349      3.4
CN0104500000000   01     045   Dale County, AL                                   2006        20,480       19,522        958      4.7
CN0104700000000   01     047   Dallas County, AL                                 2006        15,903       14,594      1,309      8.2
CN0104900000000   01     049   DeKalb County, AL                                 2006        31,493       30,176      1,317      4.2
CN0105100000000   01     051   Elmore County, AL                                 2006        35,169       33,968      1,201      3.4
CN0105300000000   01     053   Escambia County, AL                               2006        14,348       13,634        714      5.0
CN0105500000000   01     055   Etowah County, AL                                 2006        46,521       44,546      1,975      4.2
CN0105700000000   01     057   Fayette County, AL                                2006         7,743        7,414        329      4.2
CN0105900000000   01     059   Franklin County, AL                               2006        13,939       13,291        648      4.6
CN0106100000000   01     061   Geneva County, AL                                 2006        11,699       11,257        442      3.8
CN0106300000000   01     063   Greene County, AL                                 2006         3,392        3,201        191      5.6
CN0106500000000   01     065   Hale County, AL                                   2006         7,170        6,792        378      5.3
CN0106700000000   01     067   Henry County, AL                                  2006         7,506        7,204        302      4.0
CN0106900000000   01     069   Houston County, AL                                2006        46,701       45,099      1,602      3.4
CN0107100000000   01     071   Jackson County, AL                                2006        27,066       25,852      1,214      4.5
CN0107300000000   01     073   Jefferson County, AL                              2006       316,750      304,027     12,723      4.0
CN0107500000000   01     075   Lamar County, AL                                  2006         6,043        5,727        316      5.2
CN0107700000000   01     077   Lauderdale County, AL                             2006        42,593       40,795      1,798      4.2
CN0107900000000   01     079   Lawrence County, AL                               2006        15,644       14,889        755      4.8
CN0108100000000   01     081   Lee County, AL                                    2006        64,828       62,616      2,212      3.4
CN0108300000000   01     083   Limestone County, AL                              2006        35,764       34,458      1,306      3.7
CN0108500000000   01     085   Lowndes County, AL                                2006         4,814        4,448        366      7.6
CN0108700000000   01     087   Macon County, AL                                  2006         8,836        8,368        468      5.3
CN0108900000000   01     089   Madison County, AL                                2006       161,332      156,018      5,314      3.3
CN0109100000000   01     091   Marengo County, AL                                2006         8,592        8,193        399      4.6
CN0109300000000   01     093   Marion County, AL                                 2006        13,504       12,913        591      4.4
CN0109500000000   01     095   Marshall County, AL                               2006        41,986       40,527      1,459      3.5
CN0109700000000   01     097   Mobile County, AL                                 2006       182,019      174,428      7,591      4.2
CN0109900000000   01     099   Monroe County, AL                                 2006         9,323        8,759        564      6.0
CN0110100000000   01     101   Montgomery County, AL                             2006       105,711      101,297      4,414      4.2
CN0110300000000   01     103   Morgan County, AL                                 2006        55,887       53,635      2,252      4.0
CN0110500000000   01     105   Perry County, AL                                  2006         3,586        3,284        302      8.4
CN0110700000000   01     107   Pickens County, AL                                2006         8,113        7,703        410      5.1
CN0110900000000   01     109   Pike County, AL                                   2006        15,166       14,557        609      4.0
CN0111100000000   01     111   Randolph County, AL                               2006         9,758        9,237        521      5.3
CN0111300000000   01     113   Russell County, AL                                2006        21,467       20,204      1,263      5.9
CN0111500000000   01     115   St. Clair County, AL                              2006        35,053       33,819      1,234      3.5
CN0111700000000   01     117   Shelby County, AL                                 2006        98,394       95,698      2,696      2.7
CN0111900000000   01     119   Sumter County, AL                                 2006         4,791        4,465        326      6.8
CN0112100000000   01     121   Talladega County, AL                              2006        39,456       37,413      2,043      5.2
CN0112300000000   01     123   Tallapoosa County, AL                             2006        18,536       17,595        941      5.1
CN0112500000000   01     125   Tuscaloosa County, AL                             2006        87,495       84,619      2,876      3.3
CN0112700000000   01     127   Walker County, AL                                 2006        29,877       28,516      1,361      4.6
CN0112900000000   01     129   Washington County, AL                             2006         6,901        6,501        400      5.8
CN0113100000000   01     131   Wilcox County, AL                                 2006         3,571        3,260        311      8.7
CN0113300000000   01     133   Winston County, AL                                2006        10,591       10,067        524      4.9
CN0201300000000   02     013   Aleutians East Borough, AK                        2006         1,141        1,044         97      8.5
CN0201600000000   02     016   Aleutians West Census Area, AK                    2006         3,214        3,031        183      5.7
CN0202000000000   02     020   Anchorage Borough/municipality, AK                2006       151,530      143,482      8,048      5.3
CN0205000000000   02     050   Bethel Census Area, AK                            2006         6,980        6,057        923     13.2
CN0206000000000   02     060   Bristol Bay Borough, AK                           2006         1,021          966         55      5.4
CN0206800000000   02     068   Denali Borough, AK                                2006         1,648        1,552         96      5.8
CN0207000000000   02     070   Dillingham Census Area, AK                        2006         2,103        1,902        201      9.6
CN0209000000000   02     090   Fairbanks North Star Borough, AK                  2006        45,211       42,634      2,577      5.7
CN0210000000000   02     100   Haines Borough, AK                                2006         1,453        1,336        117      8.1
CN0211000000000   02     110   Juneau Borough/city, AK                           2006        18,544       17,645        899      4.8
CN0212200000000   02     122   Kenai Peninsula Borough, AK                       2006        25,460       23,373      2,087      8.2
CN0213000000000   02     130   Ketchikan Gateway Borough, AK                     2006         8,100        7,603        497      6.1
CN0215000000000   02     150   Kodiak Island Borough, AK                         2006         6,148        5,688        460      7.5
CN0215800000000   02     158   Kusilvak Census Area, AK                          2006         2,539        2,012        527     20.8
CN0216400000000   02     164   Lake and Peninsula Borough, AK                    2006         1,081        1,015         66      6.1
CN0217000000000   02     170   Matanuska-Susitna Borough, AK                     2006        39,042       36,118      2,924      7.5
CN0218000000000   02     180   Nome Census Area, AK                              2006         3,897        3,427        470     12.1
CN0218500000000   02     185   North Slope Borough, AK                           2006         4,144        3,860        284      6.9
CN0218800000000   02     188   Northwest Arctic Borough, AK                      2006         2,963        2,627        336     11.3
CN0220100000000   02     201   Prince of Wales-Outer Ketchikan Census Area, AK   2006         2,353        2,016        337     14.3
CN0222000000000   02     220   Sitka Borough/city, AK                            2006         4,684        4,431        253      5.4
CN0223200000000   02     232   Skagway-Hoonah-Angoon Census Area, AK             2006         1,898        1,657        241     12.7
CN0224000000000   02     240   Southeast Fairbanks Census Area, AK               2006         3,344        2,986        358     10.7
CN0226100000000   02     261   Valdez-Cordova Census Area, AK                    2006         5,192        4,749        443      8.5
CN0228000000000   02     280   Wrangell-Petersburg Census Area, AK               2006         2,907        2,629        278      9.6
CN0228200000000   02     282   Yakutat Borough/city, AK                          2006           311          281         30      9.6
CN0229000000000   02     290   Yukon-Koyukuk Census Area, AK                     2006         2,790        2,424        366     13.1
CN0400100000000   04     001   Apache County, AZ                                 2006        20,365       18,320      2,045     10.0
CN0400300000000   04     003   Cochise County, AZ                                2006        57,210       54,625      2,585      4.5
CN0400500000000   04     005   Coconino County, AZ                               2006        69,512       66,470      3,042      4.4
CN0400700000000   04     007   Gila County, AZ                                   2006        20,972       19,878      1,094      5.2
CN0400900000000   04     009   Graham County, AZ                                 2006        13,124       12,456        668      5.1
CN0401100000000   04     011   Greenlee County, AZ                               2006         3,774        3,631        143      3.8
CN0401200000000   04     012   La Paz County, AZ                                 2006         7,759        7,311        448      5.8
CN0401300000000   04     013   Maricopa County, AZ                               2006     1,920,575    1,851,719     68,856      3.6
CN0401500000000   04     015   Mohave County, AZ                                 2006        92,888       88,852      4,036      4.3
CN0401700000000   04     017   Navajo County, AZ                                 2006        38,224       35,396      2,828      7.4
CN0401900000000   04     019   Pima County, AZ                                   2006       451,861      433,523     18,338      4.1
CN0402100000000   04     021   Pinal County, AZ                                  2006       102,937       97,775      5,162      5.0
CN0402300000000   04     023   Santa Cruz County, AZ                             2006        16,746       15,468      1,278      7.6
CN0402500000000   04     025   Yavapai County, AZ                                2006        96,732       92,833      3,899      4.0
CN0402700000000   04     027   Yuma County, AZ                                   2006        77,764       66,129     11,635     15.0
CN0500100000000   05     001   Arkansas County, AR                               2006        11,749       10,860        889      7.6
CN0500300000000   05     003   Ashley County, AR                                 2006         9,798        9,067        731      7.5
CN0500500000000   05     005   Baxter County, AR                                 2006        17,534       16,604        930      5.3
CN0500700000000   05     007   Benton County, AR                                 2006       103,728      100,267      3,461      3.3
CN0500900000000   05     009   Boone County, AR                                  2006        17,099       16,256        843      4.9
CN0501100000000   05     011   Bradley County, AR                                2006         5,719        5,320        399      7.0
CN0501300000000   05     013   Calhoun County, AR                                2006         2,672        2,487        185      6.9
CN0501500000000   05     015   Carroll County, AR                                2006        14,034       13,429        605      4.3
CN0501700000000   05     017   Chicot County, AR                                 2006         5,031        4,611        420      8.3
CN0501900000000   05     019   Clark County, AR                                  2006        11,021       10,411        610      5.5
CN0502100000000   05     021   Clay County, AR                                   2006         7,138        6,557        581      8.1
CN0502300000000   05     023   Cleburne County, AR                               2006        11,643       11,062        581      5.0
CN0502500000000   05     025   Cleveland County, AR                              2006         4,238        3,981        257      6.1
CN0502700000000   05     027   Columbia County, AR                               2006        11,148       10,475        673      6.0
CN0502900000000   05     029   Conway County, AR                                 2006         9,939        9,451        488      4.9
CN0503100000000   05     031   Craighead County, AR                              2006        45,843       43,648      2,195      4.8
CN0503300000000   05     033   Crawford County, AR                               2006        28,157       26,886      1,271      4.5
CN0503500000000   05     035   Crittenden County, AR                             2006        22,464       20,939      1,525      6.8
CN0503700000000   05     037   Cross County, AR                                  2006         8,654        8,030        624      7.2
CN0503900000000   05     039   Dallas County, AR                                 2006         3,952        3,694        258      6.5
CN0504100000000   05     041   Desha County, AR                                  2006         6,356        5,778        578      9.1
CN0504300000000   05     043   Drew County, AR                                   2006         8,595        7,911        684      8.0
CN0504500000000   05     045   Faulkner County, AR                               2006        53,586       51,235      2,351      4.4
CN0504700000000   05     047   Franklin County, AR                               2006         8,586        8,217        369      4.3
CN0504900000000   05     049   Fulton County, AR                                 2006         5,128        4,869        259      5.1
CN0505100000000   05     051   Garland County, AR                                2006        42,313       40,108      2,205      5.2
CN0505300000000   05     053   Grant County, AR                                  2006         8,689        8,266        423      4.9
CN0505500000000   05     055   Greene County, AR                                 2006        19,060       17,981      1,079      5.7
CN0505700000000   05     057   Hempstead County, AR                              2006        11,097       10,497        600      5.4
CN0505900000000   05     059   Hot Spring County, AR                             2006        15,604       14,798        806      5.2
CN0506100000000   05     061   Howard County, AR                                 2006         6,511        6,160        351      5.4
CN0506300000000   05     063   Independence County, AR                           2006        17,664       16,695        969      5.5
CN0506500000000   05     065   Izard County, AR                                  2006         5,416        5,082        334      6.2
CN0506700000000   05     067   Jackson County, AR                                2006         7,925        7,316        609      7.7
CN0506900000000   05     069   Jefferson County, AR                              2006        36,465       33,607      2,858      7.8
CN0507100000000   05     071   Johnson County, AR                                2006        11,184       10,611        573      5.1
CN0507300000000   05     073   Lafayette County, AR                              2006         3,158        2,936        222      7.0
CN0507500000000   05     075   Lawrence County, AR                               2006         7,479        6,974        505      6.8
CN0507700000000   05     077   Lee County, AR                                    2006         3,618        3,287        331      9.1
CN0507900000000   05     079   Lincoln County, AR                                2006         5,196        4,782        414      8.0
CN0508100000000   05     081   Little River County, AR                           2006         6,535        6,240        295      4.5
CN0508300000000   05     083   Logan County, AR                                  2006        10,322        9,822        500      4.8
CN0508500000000   05     085   Lonoke County, AR                                 2006        31,679       30,337      1,342      4.2
CN0508700000000   05     087   Madison County, AR                                2006         7,923        7,638        285      3.6
CN0508900000000   05     089   Marion County, AR                                 2006         6,995        6,633        362      5.2
CN0509100000000   05     091   Miller County, AR                                 2006        19,572       18,662        910      4.6
CN0509300000000   05     093   Mississippi County, AR                            2006        21,268       19,610      1,658      7.8
CN0509500000000   05     095   Monroe County, AR                                 2006         3,892        3,613        279      7.2
CN0509700000000   05     097   Montgomery County, AR                             2006         4,401        4,195        206      4.7
CN0509900000000   05     099   Nevada County, AR                                 2006         4,446        4,201        245      5.5
CN0510100000000   05     101   Newton County, AR                                 2006         3,608        3,422        186      5.2
CN0510300000000   05     103   Ouachita County, AR                               2006        12,531       11,525      1,006      8.0
CN0510500000000   05     105   Perry County, AR                                  2006         4,905        4,661        244      5.0
CN0510700000000   05     107   Phillips County, AR                               2006         9,148        8,404        744      8.1
CN0510900000000   05     109   Pike County, AR                                   2006         5,375        5,104        271      5.0
CN0511100000000   05     111   Poinsett County, AR                               2006        11,359       10,603        756      6.7
CN0511300000000   05     113   Polk County, AR                                   2006         8,928        8,504        424      4.7
CN0511500000000   05     115   Pope County, AR                                   2006        30,229       28,796      1,433      4.7
CN0511700000000   05     117   Prairie County, AR                                2006         4,517        4,263        254      5.6
CN0511900000000   05     119   Pulaski County, AR                                2006       189,922      180,838      9,084      4.8
CN0512100000000   05     121   Randolph County, AR                               2006         7,829        7,268        561      7.2
CN0512300000000   05     123   St. Francis County, AR                            2006        10,814        9,847        967      8.9
CN0512500000000   05     125   Saline County, AR                                 2006        48,576       46,446      2,130      4.4
CN0512700000000   05     127   Scott County, AR                                  2006         4,938        4,720        218      4.4
CN0512900000000   05     129   Searcy County, AR                                 2006         3,559        3,390        169      4.7
CN0513100000000   05     131   Sebastian County, AR                              2006        60,935       58,127      2,808      4.6
CN0513300000000   05     133   Sevier County, AR                                 2006         7,781        7,467        314      4.0
CN0513500000000   05     135   Sharp County, AR                                  2006         6,557        6,117        440      6.7
CN0513700000000   05     137   Stone County, AR                                  2006         4,767        4,503        264      5.5
CN0513900000000   05     139   Union County, AR                                  2006        19,852       18,532      1,320      6.6
