                               Labor Force Data by County, 2013 Annual Averages

                 State  County                                                                                              
                 FIPS   FIPS                                                                  Labor                     Unemployed    
   LAUS Code     Code   Code   County Name/State Abbreviation                    Year         Force     Employed      Level     Rate

CN0100100000000   01     001   Autauga County, AL                                2013        25,810       24,205      1,605      6.2
CN0100300000000   01     003   Baldwin County, AL                                2013        85,280       79,626      5,654      6.6
CN0100500000000   01     005   Barbour County, AL                                2013         9,099        8,168        931     10.2
CN0100700000000   01     007   Bibb County, AL                                   2013         8,705        8,016        689      7.9
CN0100900000000   01     009   Blount County, AL                                 2013        24,887       23,325      1,562      6.3
CN0101100000000   01     011   Bullock County, AL                                2013         4,778        4,331        447      9.4
CN0101300000000   01     013   Butler County, AL                                 2013         9,147        8,206        941     10.3
CN0101500000000   01     015   Calhoun County, AL                                2013        48,405       44,163      4,242      8.8
CN0101700000000   01     017   Chambers County, AL                               2013        15,275       14,058      1,217      8.0
CN0101900000000   01     019   Cherokee County, AL                               2013        11,403       10,649        754      6.6
CN0102100000000   01     021   Chilton County, AL                                2013        19,359       18,090      1,269      6.6
CN0102300000000   01     023   Choctaw County, AL                                2013         4,703        4,270        433      9.2
CN0102500000000   01     025   Clarke County, AL                                 2013         8,285        7,145      1,140     13.8
CN0102700000000   01     027   Clay County, AL                                   2013         5,393        4,943        450      8.3
CN0102900000000   01     029   Cleburne County, AL                               2013         5,830        5,383        447      7.7
CN0103100000000   01     031   Coffee County, AL                                 2013        20,516       19,105      1,411      6.9
CN0103300000000   01     033   Colbert County, AL                                2013        23,896       21,937      1,959      8.2
CN0103500000000   01     035   Conecuh County, AL                                2013         4,695        4,191        504     10.7
CN0103700000000   01     037   Coosa County, AL                                  2013         4,452        4,044        408      9.2
CN0103900000000   01     039   Covington County, AL                              2013        16,066       14,768      1,298      8.1
CN0104100000000   01     041   Crenshaw County, AL                               2013         6,311        5,828        483      7.7
CN0104300000000   01     043   Cullman County, AL                                2013        35,783       33,402      2,381      6.7
