                               Labor Force Data by County, 2011 Annual Averages

                 State  County                                                                                              
                 FIPS   FIPS                                                                  Labor                     Unemployed    
   LAUS Code     Code   Code   County Name/State Abbreviation                    Year         Force     Employed      Level     Rate

CN0100100000000   01     001   Autauga County, AL                                2011        25,836       23,677      2,159      8.4
CN0100300000000   01     003   Baldwin County, AL                                2011        85,045       77,418      7,627      9.0
CN0100500000000   01     005   Barbour County, AL                                2011         9,849        8,712      1,137     11.5
CN0100700000000   01     007   Bibb County, AL                                   2011         8,933        7,996        937     10.5
CN0100900000000   01     009   Blount County, AL                                 2011        25,123       22,939      2,184      8.7
CN0101100000000   01     011   Bullock County, AL                                2011         4,833        4,272        561     11.6
CN0101300000000   01     013   Butler County, AL                                 2011         9,188        8,042      1,146     12.5
CN0101500000000   01     015   Calhoun County, AL                                2011        51,268       45,963      5,305     10.3
CN0101700000000   01     017   Chambers County, AL                               2011        15,200       13,380      1,820     12.0
CN0101900000000   01     019   Cherokee County, AL                               2011        11,476       10,364      1,112      9.7
CN0102100000000   01     021   Chilton County, AL                                2011        19,539       17,753      1,786      9.1
CN0102300000000   01     023   Choctaw County, AL                                2011         4,764        4,138        626     13.1
CN0102500000000   01     025   Clarke County, AL                                 2011         8,843        7,181      1,662     18.8
CN0102700000000   01     027   Clay County, AL                                   2011         5,598        4,935        663     11.8
CN0102900000000   01     029   Cleburne County, AL                               2011         5,939        5,365        574      9.7
CN0103100000000   01     031   Coffee County, AL                                 2011        20,749       19,059      1,690      8.1
CN0103300000000   01     033   Colbert County, AL                                2011        24,386       21,905      2,481     10.2
CN0103500000000   01     035   Conecuh County, AL                                2011         4,785        4,057        728     15.2
CN0103700000000   01     037   Coosa County, AL                                  2011         4,477        3,918        559     12.5
CN0103900000000   01     039   Covington County, AL                              2011        16,367       14,764      1,603      9.8
CN0104100000000   01     041   Crenshaw County, AL                               2011         6,432        5,798        634      9.9
CN0104300000000   01     043   Cullman County, AL                                2011        35,669       32,279      3,390      9.5
CN0104500000000   01     045   Dale County, AL                                   2011        22,017       20,188      1,829      8.3
CN0104700000000   01     047   Dallas County, AL                                 2011        17,514       14,866      2,648     15.1
CN0104900000000   01     049   DeKalb County, AL                                 2011        29,809       26,279      3,530     11.8
CN0105100000000   01     051   Elmore County, AL                                 2011        36,597       33,521      3,076      8.4
CN0105300000000   01     053   Escambia County, AL                               2011        14,978       13,355      1,623     10.8
CN0105500000000   01     055   Etowah County, AL                                 2011        44,722       40,238      4,484     10.0
CN0105700000000   01     057   Fayette County, AL                                2011         6,632        5,896        736     11.1
CN0105900000000   01     059   Franklin County, AL                               2011        14,362       12,986      1,376      9.6
CN0106100000000   01     061   Geneva County, AL                                 2011        11,486       10,429      1,057      9.2
CN0106300000000   01     063   Greene County, AL                                 2011         3,226        2,668        558     17.3
CN0106500000000   01     065   Hale County, AL                                   2011         6,296        5,426        870     13.8
CN0106700000000   01     067   Henry County, AL                                  2011         7,270        6,563        707      9.7
CN0106900000000   01     069   Houston County, AL                                2011        46,778       42,747      4,031      8.6
CN0107100000000   01     071   Jackson County, AL                                2011        24,163       21,682      2,481     10.3
CN0107300000000   01     073   Jefferson County, AL                              2011       319,652      289,916     29,736      9.3
CN0107500000000   01     075   Lamar County, AL                                  2011         5,826        5,260        566      9.7
CN0107700000000   01     077   Lauderdale County, AL                             2011        44,048       40,026      4,022      9.1
CN0107900000000   01     079   Lawrence County, AL                               2011        14,788       13,177      1,611     10.9
CN0108100000000   01     081   Lee County, AL                                    2011        68,316       62,812      5,504      8.1
CN0108300000000   01     083   Limestone County, AL                              2011        38,990       35,631      3,359      8.6
CN0108500000000   01     085   Lowndes County, AL                                2011         4,239        3,489        750     17.7
CN0108700000000   01     087   Macon County, AL                                  2011         8,512        7,317      1,195     14.0
CN0108900000000   01     089   Madison County, AL                                2011       171,726      157,512     14,214      8.3
CN0109100000000   01     091   Marengo County, AL                                2011         7,875        6,884        991     12.6
CN0109300000000   01     093   Marion County, AL                                 2011        12,556       11,149      1,407     11.2
CN0109500000000   01     095   Marshall County, AL                               2011        41,085       37,216      3,869      9.4
CN0109700000000   01     097   Mobile County, AL                                 2011       193,851      172,971     20,880     10.8
CN0109900000000   01     099   Monroe County, AL                                 2011         8,325        7,017      1,308     15.7
CN0110100000000   01     101   Montgomery County, AL                             2011       109,092       98,491     10,601      9.7
CN0110300000000   01     103   Morgan County, AL                                 2011        58,319       52,810      5,509      9.4
CN0110500000000   01     105   Perry County, AL                                  2011         3,866        3,227        639     16.5
CN0110700000000   01     107   Pickens County, AL                                2011         7,570        6,663        907     12.0
CN0110900000000   01     109   Pike County, AL                                   2011        15,438       14,070      1,368      8.9
CN0111100000000   01     111   Randolph County, AL                               2011         9,447        8,374      1,073     11.4
CN0111300000000   01     113   Russell County, AL                                2011        24,604       22,077      2,527     10.3
CN0111500000000   01     115   St. Clair County, AL                              2011        38,509       35,135      3,374      8.8
CN0111700000000   01     117   Shelby County, AL                                 2011       104,214       97,727      6,487      6.2
CN0111900000000   01     119   Sumter County, AL                                 2011         5,560        4,829        731     13.1
CN0112100000000   01     121   Talladega County, AL                              2011        35,293       31,192      4,101     11.6
CN0112300000000   01     123   Tallapoosa County, AL                             2011        18,363       16,266      2,097     11.4
CN0112500000000   01     125   Tuscaloosa County, AL                             2011        95,463       87,532      7,931      8.3
CN0112700000000   01     127   Walker County, AL                                 2011        27,092       24,034      3,058     11.3
CN0112900000000   01     129   Washington County, AL                             2011         7,106        6,070      1,036     14.6
CN0113100000000   01     131   Wilcox County, AL                                 2011         2,979        2,289        690     23.2
CN0113300000000   01     133   Winston County, AL                                2011         9,819        8,492      1,327     13.5
CN0201300000000   02     013   Aleutians East Borough, AK                        2011         2,183        2,048        135      6.2
CN0201600000000   02     016   Aleutians West Census Area, AK                    2011         4,255        4,007        248      5.8
CN0202000000000   02     020   Anchorage Borough/municipality, AK                2011       159,006      149,542      9,464      6.0
CN0205000000000   02     050   Bethel Census Area, AK                            2011         7,221        6,137      1,084     15.0
CN0206000000000   02     060   Bristol Bay Borough, AK                           2011           518          472         46      8.9
CN0206800000000   02     068   Denali Borough, AK                                2011         1,018          879        139     13.7
CN0207000000000   02     070   Dillingham Census Area, AK                        2011         2,106        1,883        223     10.6
CN0209000000000   02     090   Fairbanks North Star Borough, AK                  2011        48,354       45,238      3,116      6.4
CN0210000000000   02     100   Haines Borough, AK                                2011         1,167        1,050        117     10.0
CN0210500000000   02     105   Hoonah-Angoon Census Area, AK                     2011         1,099          933        166     15.1
CN0211000000000   02     110   Juneau Borough/city, AK                           2011        17,907       16,913        994      5.6
CN0212200000000   02     122   Kenai Peninsula Borough, AK                       2011        27,273       24,675      2,598      9.5
CN0213000000000   02     130   Ketchikan Gateway Borough, AK                     2011         7,180        6,560        620      8.6
CN0215000000000   02     150   Kodiak Island Borough, AK                         2011         6,783        6,281        502      7.4
CN0215800000000   02     158   Kusilvak Census Area, AK                          2011         2,759        2,177        582     21.1
CN0216400000000   02     164   Lake and Peninsula Borough, AK                    2011           638          542         96     15.0
CN0217000000000   02     170   Matanuska-Susitna Borough, AK                     2011        43,368       39,390      3,978      9.2
CN0218000000000   02     180   Nome Census Area, AK                              2011         4,127        3,619        508     12.3
CN0218500000000   02     185   North Slope Borough, AK                           2011         3,993        3,690        303      7.6
CN0218800000000   02     188   Northwest Arctic Borough, AK                      2011         2,987        2,524        463     15.5
CN0219500000000   02     195   Petersburg Borough, AK                            2011         1,856        1,701        155      8.4
CN0219800000000   02     198   Prince of Wales-Hyder Census Area, AK             2011         2,572        2,254        318     12.4
CN0222000000000   02     220   Sitka Borough/city, AK                            2011         4,632        4,348        284      6.1
CN0223000000000   02     230   Skagway Municipality, AK                          2011           716          600        116     16.2
CN0224000000000   02     240   Southeast Fairbanks Census Area, AK               2011         3,202        2,804        398     12.4
CN0226100000000   02     261   Valdez-Cordova Census Area, AK                    2011         4,938        4,449        489      9.9
CN0227500000000   02     275   Wrangell Borough/city, AK                         2011         1,051          972         79      7.5
CN0228200000000   02     282   Yakutat Borough/city, AK                          2011           301          269         32     10.6
CN0229000000000   02     290   Yukon-Koyukuk Census Area, AK                     2011         2,706        2,208        498     18.4
CN0400100000000   04     001   Apache County, AZ                                 2011        23,040       18,788      4,252     18.5
CN0400300000000   04     003   Cochise County, AZ                                2011        55,917       50,589      5,328      9.5
CN0400500000000   04     005   Coconino County, AZ                               2011        71,682       64,846      6,836      9.5
