                               Labor Force Data by County, 2004 Annual Averages

                 State  County                                                                                              
                 FIPS   FIPS                                                                  Labor                     Unemployed    
   LAUS Code     Code   Code   County Name/State Abbreviation                    Year         Force     Employed      Level     Rate

CN0100100000000   01     001   Autauga County, AL                                2004        23,218       22,103      1,115      4.8
CN0100300000000   01     003   Baldwin County, AL                                2004        74,772       70,919      3,853      5.2
CN0100500000000   01     005   Barbour County, AL                                2004        10,633        9,865        768      7.2
CN0100700000000   01     007   Bibb County, AL                                   2004         8,843        8,359        484      5.5
CN0100900000000   01     009   Blount County, AL                                 2004        26,208       25,101      1,107      4.2
CN0101100000000   01     011   Bullock County, AL                                2004         3,880        3,430        450     11.6
CN0101300000000   01     013   Butler County, AL                                 2004         9,088        8,224        864      9.5
CN0101500000000   01     015   Calhoun County, AL                                2004        54,026       51,065      2,961      5.5
CN0101700000000   01     017   Chambers County, AL                               2004        16,607       15,438      1,169      7.0
CN0101900000000   01     019   Cherokee County, AL                               2004        12,058       11,478        580      4.8
CN0102100000000   01     021   Chilton County, AL                                2004        19,630       18,702        928      4.7
CN0102300000000   01     023   Choctaw County, AL                                2004         5,462        4,992        470      8.6
CN0102500000000   01     025   Clarke County, AL                                 2004        10,391        9,464        927      8.9
CN0102700000000   01     027   Clay County, AL                                   2004         5,891        5,515        376      6.4
CN0102900000000   01     029   Cleburne County, AL                               2004         6,682        6,327        355      5.3
CN0103100000000   01     031   Coffee County, AL                                 2004        20,221       19,136      1,085      5.4
CN0103300000000   01     033   Colbert County, AL                                2004        24,751       22,986      1,765      7.1
CN0103500000000   01     035   Conecuh County, AL                                2004         5,061        4,630        431      8.5
CN0103700000000   01     037   Coosa County, AL                                  2004         4,911        4,560        351      7.1
CN0103900000000   01     039   Covington County, AL                              2004        17,171       16,019      1,152      6.7
CN0104100000000   01     041   Crenshaw County, AL                               2004         5,818        5,418        400      6.9
CN0104300000000   01     043   Cullman County, AL                                2004        38,483       36,472      2,011      5.2
CN0104500000000   01     045   Dale County, AL                                   2004        20,505       19,401      1,104      5.4
CN0104700000000   01     047   Dallas County, AL                                 2004        16,375       14,726      1,649     10.1
CN0104900000000   01     049   DeKalb County, AL                                 2004        32,051       30,191      1,860      5.8
CN0105100000000   01     051   Elmore County, AL                                 2004        33,284       31,657      1,627      4.9
CN0105300000000   01     053   Escambia County, AL                               2004        14,306       13,217      1,089      7.6
CN0105500000000   01     055   Etowah County, AL                                 2004        47,170       44,143      3,027      6.4
CN0105700000000   01     057   Fayette County, AL                                2004         7,876        7,329        547      6.9
CN0105900000000   01     059   Franklin County, AL                               2004        13,443       12,503        940      7.0
CN0106100000000   01     061   Geneva County, AL                                 2004        11,688       11,110        578      4.9
CN0106300000000   01     063   Greene County, AL                                 2004         3,484        3,178        306      8.8
CN0106500000000   01     065   Hale County, AL                                   2004         7,049        6,516        533      7.6
CN0106700000000   01     067   Henry County, AL                                  2004         7,548        7,122        426      5.6
CN0106900000000   01     069   Houston County, AL                                2004        45,913       43,753      2,160      4.7
CN0107100000000   01     071   Jackson County, AL                                2004        27,035       25,181      1,854      6.9
CN0107300000000   01     073   Jefferson County, AL                              2004       320,336      303,284     17,052      5.3
CN0107500000000   01     075   Lamar County, AL                                  2004         6,382        5,856        526      8.2
CN0107700000000   01     077   Lauderdale County, AL                             2004        41,360       38,702      2,658      6.4
CN0107900000000   01     079   Lawrence County, AL                               2004        15,990       14,963      1,027      6.4
CN0108100000000   01     081   Lee County, AL                                    2004        62,500       59,700      2,800      4.5
CN0108300000000   01     083   Limestone County, AL                              2004        34,650       32,858      1,792      5.2
CN0108500000000   01     085   Lowndes County, AL                                2004         4,965        4,503        462      9.3
CN0108700000000   01     087   Macon County, AL                                  2004         8,618        8,016        602      7.0
CN0108900000000   01     089   Madison County, AL                                2004       157,604      150,260      7,344      4.7
CN0109100000000   01     091   Marengo County, AL                                2004         8,848        8,303        545      6.2
CN0109300000000   01     093   Marion County, AL                                 2004        13,321       12,468        853      6.4
CN0109500000000   01     095   Marshall County, AL                               2004        41,572       39,543      2,029      4.9
CN0109700000000   01     097   Mobile County, AL                                 2004       178,915      167,153     11,762      6.6
CN0109900000000   01     099   Monroe County, AL                                 2004         9,706        8,976        730      7.5
CN0110100000000   01     101   Montgomery County, AL                             2004       104,751       98,692      6,059      5.8
CN0110300000000   01     103   Morgan County, AL                                 2004        55,996       52,576      3,420      6.1
CN0110500000000   01     105   Perry County, AL                                  2004         3,697        3,320        377     10.2
CN0110700000000   01     107   Pickens County, AL                                2004         8,027        7,416        611      7.6
CN0110900000000   01     109   Pike County, AL                                   2004        15,084       14,268        816      5.4
CN0111100000000   01     111   Randolph County, AL                               2004        10,046        9,367        679      6.8
CN0111300000000   01     113   Russell County, AL                                2004        21,356       19,950      1,406      6.6
CN0111500000000   01     115   St. Clair County, AL                              2004        33,092       31,429      1,663      5.0
CN0111700000000   01     117   Shelby County, AL                                 2004        91,524       88,411      3,113      3.4
CN0111900000000   01     119   Sumter County, AL                                 2004         4,974        4,498        476      9.6
CN0112100000000   01     121   Talladega County, AL                              2004        38,820       36,178      2,642      6.8
CN0112300000000   01     123   Tallapoosa County, AL                             2004        18,367       17,222      1,145      6.2
CN0112500000000   01     125   Tuscaloosa County, AL                             2004        83,274       79,315      3,959      4.8
CN0112700000000   01     127   Walker County, AL                                 2004        30,156       28,306      1,850      6.1
CN0112900000000   01     129   Washington County, AL                             2004         6,937        6,273        664      9.6
CN0113100000000   01     131   Wilcox County, AL                                 2004         3,726        3,276        450     12.1
